country_code,country_name,year,pfm_inst,digital_inst,hrms_inst,justice_inst,political_inst,social_inst,integrity_inst,transparency_inst,env_inst,gdppc,govdebt,region,income,lending
STP,São Tomé and Príncipe,1990,NA,0,0.4599075,NA,0.5693869,NA,0.6573132,NA,NA,3883.20429842266,NA,Sub-Saharan Africa,Lower middle income,IDA
SUR,Suriname,1990,NA,0,0.411572,NA,0.4787532,NA,0.6550424,NA,NA,17137.6509700556,NA,Latin America & Caribbean,Upper middle income,IBRD
SVK,Slovak Republic,1990,NA,0,NA,NA,NA,NA,NA,NA,NA,17520.9989978255,NA,Europe & Central Asia,High income,Not classified
SVN,Slovenia,1990,NA,0,0.6928763,NA,NA,NA,0.7396514,NA,NA,25351.4112234029,NA,Europe & Central Asia,High income,Not classified
SWE,Sweden,1990,NA,0.1111111,0.844929,NA,0.6918707,NA,0.9951892,NA,NA,40205.3940604047,NA,Europe & Central Asia,High income,Not classified
SWZ,Eswatini,1990,NA,0,0.3879889,NA,0.361562,NA,0.4130095,NA,NA,5528.90558902903,NA,Sub-Saharan Africa,Lower middle income,IBRD
SXM,Sint Maarten (Dutch part),1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,High income,Not classified
SYC,Seychelles,1990,NA,0,0.5480943,NA,0.4937854,NA,0.5124602,NA,NA,15478.8475444228,NA,Sub-Saharan Africa,High income,IBRD
SYR,Syrian Arab Republic,1990,NA,0,0.402389,NA,0.3690397,NA,0.1107298,NA,NA,5828.40551611713,NA,Middle East & North Africa,Low income,IDA
TCA,Turks and Caicos Islands,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,High income,Not classified
TCD,Chad,1990,NA,0,0.4088549,NA,0.3029602,NA,0.1543553,NA,NA,1237.94231691754,NA,Sub-Saharan Africa,Low income,IDA
TGO,Togo,1990,NA,0.1111111,0.3378975,NA,0.4022614,NA,0.1818843,NA,NA,2171.19605672473,NA,Sub-Saharan Africa,Low income,IDA
THA,Thailand,1990,NA,0.1111111,0.6064026,NA,0.394422,NA,0.1322254,NA,NA,8701.64487129587,18.4477538501483,East Asia & Pacific,Upper middle income,IBRD
TJK,Tajikistan,1990,NA,0,0.3135296,NA,NA,NA,0.4055006,NA,NA,4173.04607982249,NA,Europe & Central Asia,Lower middle income,IDA
TKM,Turkmenistan,1990,NA,0,0.3613603,NA,NA,NA,0.1364141,NA,NA,7925.49803469938,NA,Europe & Central Asia,Upper middle income,IBRD
TLS,Timor-Leste,1990,NA,NA,0.1923326,NA,NA,NA,NA,NA,NA,2143.84813616463,NA,East Asia & Pacific,Lower middle income,Blend
TON,Tonga,1990,NA,0,NA,NA,NA,NA,NA,NA,NA,4487.81925155432,NA,East Asia & Pacific,Upper middle income,IDA
TTO,Trinidad and Tobago,1990,NA,0.2222222,0.5521845,NA,0.498406,NA,0.7290112,NA,NA,11963.6642969417,NA,Latin America & Caribbean,High income,IBRD
TUN,Tunisia,1990,NA,0.3333333,0.4653256,NA,0.4433187,NA,0.1705665,NA,NA,6705.20028070929,54.7703800956018,Middle East & North Africa,Lower middle income,IBRD
TUR,Türkiye,1990,NA,0.1111111,0.5415074,NA,0.4148844,NA,0.4377559,NA,NA,12010.248481128,30.2454942016516,Europe & Central Asia,Upper middle income,IBRD
TUV,Tuvalu,1990,NA,0.1111111,NA,NA,NA,NA,NA,NA,NA,2984.28249367818,NA,East Asia & Pacific,Upper middle income,IDA
TWN,"Taiwan, China",1990,NA,0,0.6678938,NA,NA,NA,0.5455898,NA,NA,NA,NA,NA,NA,NA
TZA,Tanzania,1990,NA,0.1111111,NA,NA,0.7694328,NA,0.5119065,NA,NA,1794.20458984375,NA,Sub-Saharan Africa,Lower middle income,IDA
UGA,Uganda,1990,NA,0.1111111,NA,NA,0.6849651,NA,0.4108234,NA,NA,1080.03830980398,NA,Sub-Saharan Africa,Low income,IDA
UKR,Ukraine,1990,NA,0,0.5844434,NA,NA,NA,0.4996762,NA,NA,22815.798828125,NA,Europe & Central Asia,Lower middle income,IBRD
URY,Uruguay,1990,NA,0,0.8063663,NA,0.5937679,NA,0.8523259,NA,NA,14106.5275016241,31.5959630364015,Latin America & Caribbean,High income,IBRD
USA,United States,1990,NA,NA,0.8230456,NA,0.5609108,NA,0.8946967,NA,NA,44378.5240269919,40.933943570707,North America,High income,Not classified
UZB,Uzbekistan,1990,NA,0,0.4453774,NA,NA,NA,0.2355604,NA,NA,4214.58399747329,NA,Europe & Central Asia,Lower middle income,Blend
VCT,St. Vincent and the Grenadines,1990,NA,0.2222222,NA,NA,NA,NA,NA,NA,NA,7386.20299469957,31.5259094901308,Latin America & Caribbean,Upper middle income,Blend
VEN,"Venezuela, RB",1990,NA,0,0.5940853,NA,0.4978257,NA,0.3391061,NA,NA,NA,NA,Latin America & Caribbean,Not classified,IBRD
VGB,British Virgin Islands,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,High income,Not classified
VIR,Virgin Islands (U.S.),1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,High income,Not classified
VNM,Vietnam,1990,NA,0,0.4915518,NA,0.5501099,NA,0.4765397,NA,NA,2467.96460080463,NA,NA,NA,NA
VUT,Vanuatu,1990,NA,0.1111111,0.6193821,NA,0.56378760000000006,NA,0.5848114,NA,NA,3101.68055095181,23.4169659568011,East Asia & Pacific,Lower middle income,IDA
WSM,Samoa,1990,NA,0.1111111,NA,NA,NA,NA,NA,NA,NA,3990.92671294634,NA,East Asia & Pacific,Lower middle income,IDA
XKX,Kosovo,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,Upper middle income,IDA
YEM,"Yemen, Rep.",1990,NA,0,0.3717677,NA,NA,NA,0.3524537,NA,NA,NA,NA,Middle East & North Africa,Low income,IDA
ZAF,South Africa,1990,NA,0,0.4314275,NA,0.3470459,NA,0.4897469,NA,NA,10824.3847590107,32.3971949577925,Sub-Saharan Africa,Upper middle income,IBRD
ZMB,Zambia,1990,NA,0.1111111,0.5292863,NA,0.464993,NA,0.6180293,NA,NA,2425.11128678382,244.380536439033,Sub-Saharan Africa,Low income,IDA
ZWE,Zimbabwe,1990,NA,0.1111111,0.5424907,NA,0.4830312,NA,0.482894,NA,NA,4013.29905875289,NA,Sub-Saharan Africa,Lower middle income,Blend
ABW,Aruba,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,35552.0844155826,NA,Latin America & Caribbean,High income,Not classified
AFG,Afghanistan,1991,NA,0,0.3134304,NA,0.3557453,NA,0.4227274,NA,NA,NA,NA,South Asia,Low income,IDA
AGO,Angola,1991,NA,0,0.3051127,NA,0.4024708,NA,0.2539798,NA,NA,7218.44143173584,NA,Sub-Saharan Africa,Lower middle income,IBRD
ALB,Albania,1991,NA,0,0.4295709,NA,0.5925646,NA,0.4209085,NA,NA,3862.55753514895,NA,Europe & Central Asia,Upper middle income,IBRD
AND,Andorra,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,47624.9668573542,NA,Europe & Central Asia,High income,Not classified
ARE,United Arab Emirates,1991,NA,0,0.3762327,NA,0.2463112,NA,0.7568731,NA,NA,103098.537131595,NA,Middle East & North Africa,High income,Not classified
ARG,Argentina,1991,NA,0,0.6360073,NA,0.50850359999999994,NA,0.2415532,NA,NA,18295.6091996812,NA,Latin America & Caribbean,Upper middle income,IBRD
ARM,Armenia,1991,NA,0,0.5817746,NA,NA,NA,0.5660595,NA,NA,5326.75285558236,NA,Europe & Central Asia,Upper middle income,IBRD
ASM,American Samoa,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income,Not classified
ATG,Antigua and Barbuda,1991,NA,0.2222222,NA,NA,NA,NA,NA,NA,NA,21428.5661241833,NA,Latin America & Caribbean,High income,IBRD
AUS,Australia,1991,NA,0,0.9147683,NA,0.5756105,NA,0.8032851,NA,NA,35610.0775859051,11.9186578448085,East Asia & Pacific,High income,Not classified
AUT,Austria,1991,NA,0.1111111,0.7678856,NA,0.5680164,NA,0.8021563,NA,NA,44356.4332755135,NA,Europe & Central Asia,High income,Not classified
AZE,Azerbaijan,1991,NA,0,0.4436849,NA,NA,NA,0.3759372,NA,NA,10399.3931166437,NA,Europe & Central Asia,Upper middle income,IBRD
BDI,Burundi,1991,NA,0.1111111,0.3418741,NA,0.4595198,NA,0.5745339,NA,NA,1435.81956149966,NA,Sub-Saharan Africa,Low income,IDA
BEL,Belgium,1991,NA,0.1111111,0.7851568,NA,0.6157796,NA,0.830183,NA,NA,42264.71781962,NA,Europe & Central Asia,High income,Not classified
BEN,Benin,1991,NA,0,0.5589929,NA,0.6602378,NA,0.3585242,NA,NA,2230.46054664537,NA,Sub-Saharan Africa,Lower middle income,IDA
BFA,Burkina Faso,1991,NA,0.1111111,0.5504344,NA,0.5100216,NA,0.3145208,NA,NA,1178.07704639063,NA,Sub-Saharan Africa,Low income,IDA
BGD,Bangladesh,1991,NA,0,0.4075921,NA,0.5866548,NA,0.2376913,NA,NA,2101.38366035658,NA,South Asia,Lower middle income,IDA
BGR,Bulgaria,1991,NA,0,0.6388355,NA,0.6189208,NA,0.6295635,NA,NA,13828.3194355765,NA,Europe & Central Asia,Upper middle income,IBRD
BHR,Bahrain,1991,NA,0,0.3958645,NA,NA,NA,NA,NA,NA,47644.0236872821,14.4052165631514,Middle East & North Africa,High income,Not classified
BHS,"Bahamas, The",1991,NA,0.2222222,NA,NA,NA,NA,NA,NA,NA,31139.8506228369,27.9767032232351,Latin America & Caribbean,High income,Not classified
BIH,Bosnia and Herzegovina,1991,NA,0,NA,NA,NA,NA,NA,NA,NA,2182.94883543371,NA,Europe & Central Asia,Upper middle income,IBRD
BLR,Belarus,1991,NA,0,0.6791396,NA,NA,NA,0.4684783,NA,NA,12197.7878026309,NA,Europe & Central Asia,Upper middle income,IBRD
BLZ,Belize,1991,NA,0.1111111,NA,NA,NA,NA,NA,NA,NA,9019.60575532108,21.3336961982917,Latin America & Caribbean,Upper middle income,IBRD
BMU,Bermuda,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,75754.4942593697,NA,North America,High income,Not classified
BOL,Bolivia,1991,NA,0,0.4792102,NA,0.4101941,NA,0.294819,NA,NA,5283.11825383097,NA,Latin America & Caribbean,Lower middle income,IBRD
BRA,Brazil,1991,NA,0.4444444,0.6583428,NA,0.5214314,NA,0.3529744,NA,NA,12546.5605015305,NA,Latin America & Caribbean,Upper middle income,IBRD
BRB,Barbados,1991,NA,0,0.7229089,NA,0.4954871,NA,0.7741841,NA,NA,16264.9294890215,NA,Latin America & Caribbean,High income,Not classified
BRN,Brunei Darussalam,1991,NA,0,NA,NA,NA,NA,NA,NA,NA,118220.683618951,NA,East Asia & Pacific,High income,Not classified
BTN,Bhutan,1991,NA,0,0.4897145,NA,0.4057303,NA,0.7109737,NA,NA,3338.00942057218,49.386292649567,South Asia,Lower middle income,IDA
BWA,Botswana,1991,NA,0.2222222,0.6559384,NA,0.4274058,NA,0.7158221,NA,NA,11001.8241681256,12.1168020575228,Sub-Saharan Africa,Upper middle income,IBRD
CAF,Central African Republic,1991,NA,0,0.2924457,NA,0.4806216,NA,0.1887338,NA,NA,1427.69018313539,NA,Sub-Saharan Africa,Low income,IDA
CAN,Canada,1991,NA,NA,0.7669014,NA,0.5777487,NA,0.8662996,NA,NA,39095.6812463637,NA,North America,High income,Not classified
CHE,Switzerland,1991,NA,0,0.831221,NA,0.5798844,NA,0.9407856,NA,NA,62590.2179772865,13.0443645232101,Europe & Central Asia,High income,Not classified
CHI,Channel Islands,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,High income,Not classified
CHL,Chile,1991,NA,0.1111111,0.6617482,NA,0.4648144,NA,0.8378299,NA,NA,11731.9441783857,NA,Latin America & Caribbean,High income,IBRD
CHN,China,1991,NA,0,0.4496683,NA,0.4442784,NA,0.3548631,NA,NA,1773.63941146097,NA,East Asia & Pacific,Upper middle income,IBRD
CIV,Côte d’Ivoire,1991,NA,0,0.5024568,NA,0.4527657,NA,0.3813129,NA,NA,5052.85167051386,NA,Sub-Saharan Africa,Lower middle income,IDA
CMR,Cameroon,1991,NA,0,0.2669163,NA,0.4120844,NA,0.1498228,NA,NA,4220.65297387084,48.8665341962956,Sub-Saharan Africa,Lower middle income,Blend
COD,"Congo, Dem. Rep.",1991,NA,NA,0.18715,NA,0.3860441,NA,0.1086796,NA,NA,1923.96992285171,120.302180390971,Sub-Saharan Africa,Low income,IDA
COG,"Congo, Rep.",1991,NA,0,0.5606131,NA,0.4305448,NA,0.2922181,NA,NA,8658.16145286005,NA,Sub-Saharan Africa,Lower middle income,Blend
COL,Colombia,1991,NA,0.1111111,0.4820614,NA,0.4515235,NA,0.4104463,NA,NA,9996.0978604328,NA,Latin America & Caribbean,Upper middle income,IBRD
COM,Comoros,1991,NA,0,0.3992682,NA,0.471049,NA,0.2166863,NA,NA,2780.4069689429,NA,Sub-Saharan Africa,Lower middle income,IDA
CPV,Cabo Verde,1991,NA,0,0.5024492,NA,0.5724137,NA,0.6880839,NA,NA,1830.07599656211,NA,Sub-Saharan Africa,Lower middle income,Blend
CRI,Costa Rica,1991,NA,0.1111111,0.7378811,NA,0.5871609,NA,0.6651772,NA,NA,10920.0994045314,NA,Latin America & Caribbean,Upper middle income,IBRD
CUW,Curaçao,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,High income,Not classified
CYM,Cayman Islands,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,High income,Not classified
CYP,Cyprus,1991,NA,0,0.5508458,NA,0.5130861,NA,0.695515,NA,NA,27161.533203125,56.411185995744,Europe & Central Asia,High income,Not classified
CZE,Czechia,1991,NA,0,0.7983639,NA,0.5950634,NA,0.5799328,NA,NA,24734.7702113113,NA,NA,NA,NA
DEU,Germany,1991,NA,0,0.8878278,NA,0.6202849,NA,0.902042,NA,NA,44214.7525778455,NA,Europe & Central Asia,High income,Not classified
DJI,Djibouti,1991,NA,0.1111111,0.2905556,NA,0.3169482,NA,0.263903,NA,NA,NA,NA,Middle East & North Africa,Lower middle income,IDA
DMA,Dominica,1991,NA,0.2222222,NA,NA,NA,NA,NA,NA,NA,10599.7985960548,NA,Latin America & Caribbean,Upper middle income,Blend
DNK,Denmark,1991,NA,0,0.9602509,NA,0.666369,NA,1,NA,NA,46368.7428899158,62.1550956180596,Europe & Central Asia,High income,Not classified
DOM,Dominican Republic,1991,NA,0,0.3062598,NA,0.364023,NA,0.1032634,NA,NA,7202.27953088698,NA,Latin America & Caribbean,Upper middle income,IBRD
DZA,Algeria,1991,NA,0,0.4772959,NA,0.4214164,NA,0.3966363,NA,NA,11314.8647352122,NA,Middle East & North Africa,Lower middle income,IBRD
ECU,Ecuador,1991,NA,0,0.4803854,NA,0.4193991,NA,0.3281306,NA,NA,9281.18249149473,NA,Latin America & Caribbean,Upper middle income,IBRD
EGY,"Egypt, Arab Rep.",1991,NA,0.1111111,0.2853522,NA,0.3768652,NA,0.1733336,NA,NA,7876.55257554109,NA,Middle East & North Africa,Lower middle income,IBRD
ERI,Eritrea,1991,NA,0,0.3736669,NA,NA,NA,0.4791537,NA,NA,NA,NA,Sub-Saharan Africa,Low income,IDA
ESP,Spain,1991,NA,0,0.8261064,NA,0.5618107,NA,0.8880813,NA,NA,32499.3481469347,35.1902538119473,Europe & Central Asia,High income,Not classified
EST,Estonia,1991,NA,0,0.6788766,NA,NA,NA,0.7429525,NA,NA,17900.9210846194,NA,Europe & Central Asia,High income,Not classified
ETH,Ethiopia,1991,NA,0,0.2675607,NA,0.408639,NA,0.482959,NA,NA,777.523526466933,49.6471547793914,Sub-Saharan Africa,Low income,IDA
FIN,Finland,1991,NA,0,0.8055407,NA,0.6155916,NA,0.8893116,NA,NA,36305.4448153107,17.01269264076,Europe & Central Asia,High income,Not classified
FJI,Fiji,1991,NA,0.1111111,0.4007248,NA,0.486653,NA,0.6001595,NA,NA,7843.16248971255,36.8418217433888,East Asia & Pacific,Upper middle income,Blend
FRA,France,1991,NA,0.1111111,0.7721468,NA,0.5565991,NA,0.7927295,NA,NA,38937.9522507491,NA,Europe & Central Asia,High income,Not classified
FRO,Faroe Islands,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,High income,Not classified
FSM,"Micronesia, Fed. Sts.",1991,NA,0,NA,NA,NA,NA,NA,NA,NA,3308.74576058849,NA,East Asia & Pacific,Lower middle income,IDA
GAB,Gabon,1991,NA,0,0.4826326,NA,0.4040315,NA,0.1918298,NA,NA,24665.6792294411,NA,Sub-Saharan Africa,Upper middle income,IBRD
GBR,United Kingdom,1991,NA,0,0.7678369,NA,0.4897235,NA,0.8651147,NA,NA,33824.7164794244,29.1948960284953,Europe & Central Asia,High income,Not classified
GEO,Georgia,1991,NA,0,0.4068827,NA,NA,NA,0.2453367,NA,NA,10120.1628881435,NA,Europe & Central Asia,Upper middle income,IBRD
GHA,Ghana,1991,NA,0.1111111,0.5899801,NA,0.5151309,NA,0.2116586,NA,NA,2859.82702166411,NA,Sub-Saharan Africa,Lower middle income,IDA
GIB,Gibraltar,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,High income,Not classified
GIN,Guinea,1991,NA,0,0.3464467,NA,0.3719971,NA,0.1487235,NA,NA,2075.99194302675,NA,Sub-Saharan Africa,Low income,IDA
GMB,"Gambia, The",1991,NA,0,0.471114,NA,0.3272861,NA,0.5140215,NA,NA,2623.64161607507,NA,Sub-Saharan Africa,Low income,IDA
GNB,Guinea-Bissau,1991,NA,0,0.3772683,NA,0.4016318,NA,0.2751105,NA,NA,1968.74001774992,NA,Sub-Saharan Africa,Low income,IDA
GNQ,Equatorial Guinea,1991,NA,0,0.2831363,NA,0.3580758,NA,0.083967,NA,NA,1070.82764283041,NA,Sub-Saharan Africa,Upper middle income,IBRD
GRC,Greece,1991,NA,0,0.7137294,NA,0.5821854,NA,0.5849152,NA,NA,27419.6029068908,NA,Europe & Central Asia,High income,Not classified
GRD,Grenada,1991,NA,0.1111111,NA,NA,NA,NA,NA,NA,NA,8937.77707132275,NA,Latin America & Caribbean,Upper middle income,Blend
GRL,Greenland,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,37644.5776191862,NA,Europe & Central Asia,High income,Not classified
GTM,Guatemala,1991,NA,0.1111111,0.3076488,NA,0.3553765,NA,0.1914244,NA,NA,7664.83210346597,17.7517913078306,Latin America & Caribbean,Upper middle income,IBRD
GUM,Guam,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asia & Pacific,High income,Not classified
GUY,Guyana,1991,NA,0.1111111,0.525888,NA,0.4707985,NA,0.3212682,NA,NA,5396.46325108723,NA,Latin America & Caribbean,Upper middle income,IDA
HKG,"Hong Kong SAR, China",1991,NA,0,0.7907164,NA,NA,NA,0.8031007,NA,NA,33124.8333089206,NA,East Asia & Pacific,High income,Not classified
HND,Honduras,1991,NA,0.1111111,0.4419143,NA,0.3132021,NA,0.1906099,NA,NA,4160.385966507,NA,Latin America & Caribbean,Lower middle income,IDA
HRV,Croatia,1991,NA,0,0.4258245,NA,NA,NA,0.3717654,NA,NA,18812.9483712315,NA,Europe & Central Asia,High income,IBRD
HTI,Haiti,1991,NA,0.1111111,0.4274464,NA,0.3628091,NA,0.1668391,NA,NA,3939.53502422662,NA,Latin America & Caribbean,Lower middle income,IDA
HUN,Hungary,1991,NA,0,0.7971442,NA,0.5957354,NA,0.5923709,NA,NA,18740.3923352456,71.2275932588452,Europe & Central Asia,High income,Not classified
IDN,Indonesia,1991,NA,0.1111111,0.3106678,NA,0.356225,NA,0.0329934,NA,NA,5118.46789591815,40.2756295663842,East Asia & Pacific,Lower middle income,IBRD
IMN,Isle of Man,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,High income,Not classified
IND,India,1991,NA,0.3333333,0.5618484,NA,0.5309994,NA,0.4608732,NA,NA,2178.6859145401,50.0100803583574,South Asia,Lower middle income,IBRD
IRL,Ireland,1991,NA,0.1111111,0.7310283,NA,0.5346784,NA,0.7234495,NA,NA,29992.0493082427,NA,Europe & Central Asia,High income,Not classified
IRN,"Iran, Islamic Rep.",1991,NA,0,0.418275,NA,0.4022503,NA,0.3339846,NA,NA,9923.82123752438,NA,Middle East & North Africa,Lower middle income,IBRD
IRQ,Iraq,1991,NA,0,0.2337645,NA,0.2854581,NA,0.1425969,NA,NA,3819.16194826651,NA,Middle East & North Africa,Upper middle income,IBRD
ISL,Iceland,1991,NA,0,NA,NA,0.5734572,NA,0.9182608,NA,NA,39567.194170138,31.315163289897,Europe & Central Asia,High income,Not classified
ISR,Israel,1991,NA,0,0.675941,NA,0.5629954,NA,0.7684445,NA,NA,25524.2291926833,117.939765186257,Middle East & North Africa,High income,Not classified
ITA,Italy,1991,NA,0.1111111,0.7284304,NA,0.5903608,NA,0.6127148,NA,NA,43283.0204554385,71.2588510037498,Europe & Central Asia,High income,Not classified
JAM,Jamaica,1991,NA,0.1111111,0.6587628,NA,0.556768,NA,0.6926854,NA,NA,9084.99663245067,232.832210578933,Latin America & Caribbean,Upper middle income,IBRD
JOR,Jordan,1991,NA,0,0.4671025,NA,0.4724368,NA,0.5075818,NA,NA,7134.29035645616,129.999661933739,Middle East & North Africa,Upper middle income,IBRD
JPN,Japan,1991,NA,0.1111111,NA,NA,0.5296511,NA,0.7770241,NA,NA,36379.7718602316,38.1761873627571,East Asia & Pacific,High income,Not classified
KAZ,Kazakhstan,1991,NA,0,0.541506,NA,NA,NA,0.2011639,NA,NA,14877.5273541269,NA,Europe & Central Asia,Upper middle income,IBRD
KEN,Kenya,1991,NA,0.1111111,0.3783098,NA,0.4420564,NA,0.1685749,NA,NA,4102.47677512965,NA,Sub-Saharan Africa,Lower middle income,Blend
KGZ,Kyrgyz Republic,1991,NA,0,0.5767382,NA,NA,NA,0.3452794,NA,NA,5520.42979891313,NA,Europe & Central Asia,Lower middle income,IDA
KHM,Cambodia,1991,NA,0,0.2475591,NA,0.3296324,NA,0.3013198,NA,NA,2731.37973720265,NA,East Asia & Pacific,Lower middle income,IDA
KIR,Kiribati,1991,NA,0,NA,NA,NA,NA,NA,NA,NA,2047.1530613146101,NA,East Asia & Pacific,Lower middle income,IDA
KNA,St. Kitts and Nevis,1991,NA,0.2222222,NA,NA,NA,NA,NA,NA,NA,14092.3556538054,NA,Latin America & Caribbean,High income,IBRD
KOR,"Korea, Rep.",1991,NA,0,0.7102928,NA,0.4586939,NA,0.3921086,NA,NA,15180.6685691052,10.242860165184,East Asia & Pacific,High income,Not classified
KWT,Kuwait,1991,NA,0,0.4845725,NA,0.4589016,NA,0.4890842,NA,NA,28490.0134024661,NA,Middle East & North Africa,High income,Not classified
LAO,Lao PDR,1991,NA,0,0.436697,NA,0.4018882,NA,0.2536592,NA,NA,2033.58258303281,NA,East Asia & Pacific,Lower middle income,IDA
LBN,Lebanon,1991,NA,0,0.3794283,NA,0.4455907,NA,0.1567757,NA,NA,7828.1720107765595,NA,Middle East & North Africa,Lower middle income,IBRD
LBR,Liberia,1991,NA,0,0.2814409,NA,0.6200765,NA,0.1995194,NA,NA,1819.49785292522,NA,Sub-Saharan Africa,Low income,IDA
LBY,Libya,1991,NA,0,0.3861509,NA,0.3664607,NA,0.1918038,NA,NA,20501.4784195724,NA,Middle East & North Africa,Upper middle income,IBRD
LCA,St. Lucia,1991,NA,0.1111111,NA,NA,NA,NA,NA,NA,NA,17080.6524935181,NA,Latin America & Caribbean,Upper middle income,Blend
LIE,Liechtenstein,1991,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,High income,Not classified
LKA,Sri Lanka,1991,NA,0.1111111,0.5257437,NA,0.4417517,NA,0.5763501,NA,NA,4735.81940023678,98.4833957754233,South Asia,Lower middle income,IBRD
LSO,Lesotho,1991,NA,0,0.4312983,NA,0.5043968,NA,0.3586568,NA,NA,1494.24032446777,NA,Sub-Saharan Africa,Lower middle income,IDA
LTU,Lithuania,1991,NA,0,0.6683334,NA,NA,NA,0.7822416,NA,NA,19384.8177989342,NA,Europe & Central Asia,High income,Not classified
LUX,Luxembourg,1991,NA,0,0.8814852,NA,0.6165358,NA,0.924758,NA,NA,86852.8413745078,1.95657501786965,Europe & Central Asia,High income,Not classified
LVA,Latvia,1991,NA,0,0.6915256,NA,NA,NA,0.5898535,NA,NA,15376.1409324884,NA,Europe & Central Asia,High income,Not classified
MAC,"Macao SAR, China",1991,NA,0,NA,NA,NA,NA,NA,NA,NA,54545.0807182134,NA,East Asia & Pacific,High income,Not classified
MAF,St. Martin (French part),1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Latin America & Caribbean,High income,Not classified
MAR,Morocco,1991,NA,0,0.4642813,NA,0.3372855,NA,0.3060179,NA,NA,4656.1259765625,62.0674162757784,Middle East & North Africa,Lower middle income,IBRD
MCO,Monaco,1991,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe & Central Asia,High income,Not classified
MDA,Moldova,1991,NA,0,NA,NA,NA,NA,0.3576865,NA,NA,13342.0600237962,NA,Europe & Central Asia,Upper middle income,IBRD
MDG,Madagascar,1991,NA,0,0.3378718,NA,0.4650949,NA,0.3493319,NA,NA,1796.09269699509,NA,Sub-Saharan Africa,Low income,IDA
MDV,Maldives,1991,NA,0.1111111,0.4885304,NA,0.3794813,NA,0.2662572,NA,NA,8761.19541883418,35.5734695506425,South Asia,Upper middle income,IDA
MEX,Mexico,1991,NA,0.1111111,0.397829,NA,0.3648694,NA,0.1869473,NA,NA,17511.7313125614,38.2182364854974,Latin America & Caribbean,Upper middle income,IBRD
MHL,Marshall Islands,1991,NA,0,NA,NA,NA,NA,NA,NA,NA,3828.46355222959,NA,East Asia & Pacific,Upper middle income,IDA
MKD,North Macedonia,1991,NA,0,0.4532284,NA,NA,NA,0.4411753,NA,NA,12153.5640182371,NA,Europe & Central Asia,Upper middle income,IBRD
MLI,Mali,1991,NA,0,0.4174686,NA,0.4661545,NA,0.2651994,NA,NA,1614.51937829035,NA,Sub-Saharan Africa,Low income,IDA
MLT,Malta,1991,NA,0.1111111,0.6970707,NA,0.5066168,NA,0.642847,NA,NA,18807.0571689292,22.7213832525756,Middle East & North Africa,High income,Not classified
